# 2026/06/13 - 13:35 | PDB: 24.26 | UniProt: 2026.02
SP_PRIMARY	PDB
P05067	3dxd;2lmo;1qyt;3umi;3bae;6yhf;6shs;5aef;4pwq;8kf4;9onc;2lmp;8t82;8x52;8x53;8owk;1hz3;9iio;6yhx;6wxm;7e6p;7u4p;8qn7;8oln;4mvi;3sv1;3jq5;3ifo;6oc9;5myx;8ff2;8ff3;8ezd;9k0f;8h8q;5buo;5csz;4mvl;4ojf;4hix;8ovk;8i4o;8t89;2lmn;1z0q;1zjd;2fma;1aml;3ifl;2y29;1ze7;1ca0;6ti6;6oiz;6yhp;8ol7;8b9r;8bfb;8ol2;7oxn;9riv;9m5r;9cki;5nx3;5am8;2y3j;1x11;1qxc;3ifn;2y2a;2lz4;2m9s;2lmq;2lp1;5oqv;4xxd;5amb;5vos;5my4;2loh;8kf3;6xov;9jb1;3pzz;2y3l;9czn;6ti5;5onr;6szf;7b3j;9obk;9fh2;8z9v;8ot4;1amb;1amc;1ba6;1bjc;7b3k;9wao;8ot1;4mvk;2y3k;2mj1;2mvx;2beg;2lnq;1qcm;6yhi;4pqd;8bfz;8bg0;9m5p;8ot3;8ovm;8olg;8owe;2mpz;2fk2;1aap;9k0e;9fh3;2wk3;3ovj;3dxe;1iyt;11en;9k0d;2r0w;5txd;5c67;5myo;5how;2m9r;2lfm;8olq;8owj;3gci;2mxu;12gb;9m5q;6o4j;5vzy;3u0t;9czp;5nx1;5hox;3nyl;3mxy;2fk3;7y8q;7o1q;6yho;9fh5;8sel;4jfn;5kk3;11ep;2ipu;7f29;8bfa;8kf1;9jb0;8kew;8sek;8olo;4mdr;4nge;2fjz;2g47;2fkl;2otk;1tkn;1ba4;6gfi;5onp;6iyc;4onf;8b9q;9jaz;9fh4;9jb2;8azt;2nao;21fb;1owt;4m1c;3umk;1ze9;1qwp;6nb9;5onq;7ow1;11eo;9wap;9umh;5lfy;3ow9;1taw;7q4b;3moq;7wvy;7rtz;7jxn;5hoy;8azs;8ol6;7y3j;3l81;3l33;3dxc;2mgt;2llm;2bp4;6rhy;5w3p;8x54;8owd;8ol3;9llm;9co4;9ck6;8ol5;8eze;2m4j;3jti;2fk1;1brc;1mwp;1bjb;6w0o;6itu;5lv0;3q2x;3nyj;3bkj;3ayu;3jql;3ifp;2lz3;8kf5;7wfy;7jxo;8sej;8kf6;8c3h;8qn6;7q4m;9riw;8otf;6ti7;6co3;3ktm;4ong;3umh;3mxc
P05068	4w8j;4ary;4arx
P05087	1fat;1g8w
P05088	3wcs;3wog;3wcr;5ava
P05089	3mjl;3lp4;3e6v;6v7d;7k4i;2pho;6qaf;3thj;1wvb;3tf3;3lp7;2aeb;4ie1;7lex;8e5m;4hxq;3f80;4gsz;7lez;7lf1;3gn0;3skk;2pha;6v7e;4gsv;7lf2;6q9p;3e6k;3thh;8aup;3kv2;3sjt;3th7;3the;4gsm;4hww;4gwc;7k4g;7ley;6v7f;8e5n;2zav;4fci;4gwd;7klm;4fck;3mfv;2pll;1wva;7klk;7kll;7k4h;7k4k;6v7c;3dj8;3mfw;7k4j;7lf0;3gmz;6q92
P05090	2hzr;2hzq
P05091	1nzx;1o05;3inl;3inj;1o02;2vle;1o00;2onm;5l13;3n81;3sz9;3n83;4kwf;3n80;4fqf;1nzz;2ono;1nzw;1zum;1o01;8dr9;3n82;4fr8;2onn;1o04;8shs;2onp;1cw3;4kwg
P05093	4nkw;6wr1;4nkx;8fda;5irq;3swz;3ruk;6cir;5irv;6wr0;6ww0;4nkz;6chi;4nky;4nkv;6ciz;5uys
P05094	1sjj
P05095	9ihl;4pd3;5jlh;1g8x;5i4e
P05096	5guj
P05099	1aq5
P05100	1lmz;1nku;1p7m
P05102	9mht;5ciy;4mht;2uyh;2uz4;2c7r;7mht;8mht;6mht;2zcj;2c7q;1mht;1fjx;2uyc;2z6q;1hmy;2z6a;2hr1;5mht;2hmy;5lod;3eeo;1m0e;2z6u;2i9k;10mh;2c7o;1skm;2c7p;3mht;1svu
P05106	1l5g;6avq;3fcu;2ljd;2ljf;2vdn;7uje;7ujk;7ue0;7u60;7ufh;7tho;1mk7;8gce;6naj;3ze0;4mmy;4mmx;7l8p;7u9v;9deq;9lt3;3zdx;3zdz;3nid;2rmz;2vc2;2q6w;2lje;6bxf;7tct;8xen;8xfg;9jei;9axl;7ubr;8zdf;3ze2;2n9y;2vdm;7tmz;9e8a;8t2u;8xei;4z7o;6ckb;9e8c;9dax;5hdb;1m1x;9der;8xek;8xer;2k9j;1s4x;8xfo;3ije;1mk9;2vdo;2vdp;9iuj;6bxj;3zdy;6avr;4mmz;7uh8;9td2;3fcs;1tye;7kn0;7la4;6mk0;7udg;7udh;3t3m;8xez;8xf6;9e8b;9dao;3ze1;2kv9;2knc;6msl;2vdk;2vdq;7td8;8zdg;3nig;2l1c;2mtp;8ij5;7ukt;7ucy;4z7n;4g1m;3nif;2rn0;2l91;1jv2;6msu;7ukp;1kup;4z7q;4hxj;6v4p;1u8c;7u9f;8gcd;4cak;4o02;1m8o;1kuz;6bxb;6avu;7tpd;7uk9;7uko;2vdr;8t2v;4g1e;3t3p;1miz;8xel;2vdl
P05107	5e6r;9ecl;7usl;5zaz;2jf1;3k72;9t5w;5e6u;2p26;7p2d;5e6w;9rm9;4neh;2v7d;2p28;5e6x;4nen;3k71;5e6s;1yuk;9t3y;9t5z;5e6v;3k6s;5xr1;5es4;9t5v;1l3y;7usm
P05108	3na0;3n9y;3na1;3n9z
P05109	5w1f;4xjk;7quv;5hlo;8sjc;9oaa;1mr8;6ds2;1xk4;8sjb;5hlv;9on4;4ggf
P05112	1hij;8cgf;8ch7;2cyk;2b90;2b8u;1hik;1itl;3qb7;1bcn;2int;6oel;2d48;3bpn;2b8z;1bbn;2b8y;1iar;1hzi;5fhx;2b91;1rcb;8a4f;1iti;2b8x;1itm;4ydy;1cyl;3bpl
P05113	3va2;3qt2;1hul;8tld;9gvn
P05119	1oyv;1pju
P05120	1by7;2arq;2arr;1jrr
P05121	1oc0;3pb1;4g8r;5zlz;6gwn;5brr;3r4l;1b3k;4ic0;3ut3;6i8s;6gwq;1c5g;6zrv;3q02;4aqh;1dvn;3q03;4g8o;7aqg;9pai;1dvm;3eox;1db2;1a7c;6gwp;7aqf;3cvm;1lj5
P05122	1qh4
P05129	2uzp;2e73
P05132	4o22;7v0g;3tnp;4iac;4ib3;4xw4;3qal;3x2w;7e12;4din;9o7v;3j4r;1rej;4dh8;2qvs;4dg3;3qam;1rdq;1j3h;4dfy;4iaf;3o7l;4dh5;4dg0;4hpu;1re8;5x3f;4dh7;8ukp;8ukn;4iay;4xw6;4nts;1l3r;1fmo;1bkx;6mm5;4dh1;7ujx;4iai;4iaz;6e21;7e0z;4dg2;4x6q;4wbb;1syk;6mm6;3fjq;4dfx;4dh3;4x6r;3x2u;3j4q;2qcs;4dfz;8uko;4ntt;9pc1;6mm8;3x2v;3idb;2qur;1jbp;1apm;6mm7;5jr7;4xw5;4hpt;3pvb;3ow3;3fhi;1atp;7e11;4iak;2erz;1jlu;4o21;2cpk;1bx6;3idc;4ib0;4iad;4ib1;1rek
P05133	6i2n;5fsg;4fi5
P05140	2afp
P05146	3jcu;8z9d
P05154	3dy0;1lq8;2hi9;2ol2
P05155	8w18;5du3;7akv;5duq;2oay
P05156	5o32;2xrc
P05160	8cmt;8cmu
P05161	8oif;7s6p;8seb;5tl6;8se9;3sdl;8sea;5w8t;8sv8;9nn9;9zfo;3phx;3r66;1z2m;2hj8;6ffa;7rbs;3pse;3rt3;6xa9;5w8u;6bi8
P05162	5ews;5dg2;1hlc;5dg1
P05164	3zs0;9qe3;1mhl;9qga;7ni3;7lae;7lal;7lan;7oih;1dnw;9ihe;9gep;5qj3;9ihd;6bmt;5uzu;5qj2;1myp;4dl1;6azp;7lag;9qjo;3f9p;5wdj;7z53;6wy7;9ger;1dnu;4c1m;3zs1;6wyd;9gen;1cxp;1d5l;7ni1;9geq;5mfa;9sds;6wy0;6wy5;5fiw;1d2v;9qex;1d7w;4ejx;9ihf;9qj3;6wxz;7qzr
P05165	8zv6;9uhy;9uh1;8zv1;8zv5;8zuy;7ybu;8zv3;9uhr;8zv4;2jku;9uh6;9uhs;8zux;9uhb;9uh8;8zuz;8zv2;8xl4;9uh2;2cqy;8zv0;8xl3;8xl5;9uh5
P05166	9uh8;8zux;9uh6;8zuz;8xl4;8zuy;9uh1;9uhy;9uh2;8xl3;9uhs;8zv3;8zv4;7ybu;8zv1;8zv0;9uhb;9uh5;8zv5;9uhr;8zv2;8zv6;8xl5
P05177	2hi4
P05181	3e4e;3t3z;3koh;3gph;3e6i;3lc4
P05186	9s0v;7yiw;7yiv;9sh5;7yix
P05187	3mk2;1zeb;1ew2;1zed;1zef;3mk0;2glq;3mk1
P05193	1rgy
P05198	7a09;8qzz;6o85;6ybv;8pj4;28zx;6zmw;7nzm;9hvd;7qp6;28zu;9qc6;7f66;6o81;7d45;9hve;7syr;7sys;7d43;8ppl;8pj2;6o9z;8oz0;8pj1;7d44;6k71;9hvf;7qp7;28zv;1kl9;6k72;8pj3;1q8k;28zy;9nb9;7f67;6zp4
P05202	3hlm;3pd6;3pdb
P05205	6asz;1kna;3p7j;6at0;1q3l;6mha;1kne
P05214	9v10;9ijj;8i7o;8iyj;8i7r
P05219	5mjs;6s8m
P05221	1k5j;8vhk;1ee5;1ejy;3ul1;8vhi;2vtx;8vhj;4bpl
P05230	4qbc;3crh;3cri;2axm;3fj9;2ki4;4qbv;3ba7;1jt3;3ud7;3bau;3fja;2k4a;2hz9;1k5u;3fji;3jut;3bav;3bb2;3o3q;1yto;1jt4;1k5v;1axm;3fje;3fjf;3ba5;3bag;2q9x;1p63;3k1x;3fjc;1e0o;4q9p;3fgm;1jt5;1jtc;2rq9;1evt;1djs;3ud8;3oj2;3bao;4j23;1ry7;3fjh;2ntd;3ojm;3hom;2hwm;1rg8;1q04;1jt7;3baq;1pzz;1m16;4qc4;4q9g;3fj8;3fjb;3ba4;3bah;2aqz;1jy0;2hwa;3bad;2ki6;4qo3;3uda;3cu1;2hw9;1q03;3fjk;4xki;3ud9;3ojv;3crg;1z2v;1z4s;1jqz;1nzk;1dzd;4yol;3cqa;2k43;4qal;2erm;2afg;1rml;1hkn;4q91;3fjd;3fjj;3b9u;2k8r;1dzc
P05231	2il6;8ywr;1alu;8qy6;8ywq;4j4l;4ni7;4cni;5fuc;7nxz;1il6;1p9m;4ni9;8d82;8qy5;4o9h;4zs7
P05305	8hcx;8xvh;1t7h;8xwp;8iy6;8hcq;8xgr;8zrt;8xwq;8iy5;8xvi;1edp;1v6r;6dk5;5glh;1edn
P05310	3lw5;7dkz;2wse;2wsf;4xk8;2o01;5l8r;4y28;4rku;2wsc
P05311	2wsc;4y28;2wse;3lw5;4rku;2wsf;4xk8;2o01
P05314	2akj
P05317	5mei;5fcj;8ceh;4u6f;9ofv;4v7r;8agv;9f9s;4u4r;4v8z;5jut;5apn;8pnn;8eub;6gqv;5dgv;6hhq;6oig;5lyb;4v5z;3j16;8evs;8civ;5juo;6t83;5tgm;5apo;4u50;8cf5;5tbw;4u3m;4u4o;4u3u;8evq;8agu;5juu;5i4l;6r86;8agw;8y0u;4v8y;4u4q;6sv4;6gq1;8ewb;4u4n;5fci;4v8t;8p8m;7too;5tga;5on6;7top;5ndg;8cdl;8agt;4v6i;4u53;4u4z;8p9a;8aaf;8p85;8cmj;4u3n;3j77;4u4u;4u4y;3j78;5dc3;5dge;5dgf;7u6v;8k2d;5jup;5obm;4u51;8cgn;8evr;5jus;6woo;8cku;8ccs;8cg8;8agx;8agz;8k82;4v88;4u52;8cdr;5dat;6i7o;4u56;6gqb;6r84;6r87;4u55
P05318	4v8t;4v6i;5dge
P05319	4v6i
P05326	8py5;3zku;2vau;2vbd;1w3x;4bb3;6zak;6zaq;8p47;8bsx;9hwf;8alj;1hb4;6zao;8bbc;8py9;2wo7;2ivi;6zaf;6zaj;8p46;8bsv;8ptv;2y6f;8py6;3zoi;2bu9;1odn;1bk0;8ali;8p48;2bjs;1w06;1blz;7p3l;8py7;8bbb;1hb3;1qje;1ips;7psw;8py8;2vcm;7poy;8pya;2ve1;8bb9;2vbp;1w3v;2y60;2ivj;1oc1;1qiq;1qjf;1odm;8bsw;6zae;6zag;9qpi;1hb1;1w04;1w05;9qpj;8rdb;8p7o;8p7p;3zky;1uzw;1hb2;6zal;6zam;6y0p;2vbb;1obn;6zan;6zw8;8bba;8a4g;8bsy;6y0o;7zoe;2jb4;1w03;6zai;9qpg;9qph;6zah;6zap;8bbd
P05327	1owm;1owp;1tez;1qnf;1own;1owo;1owl
P05361	6j92;5yho
P05362	1p53;1d3l;3tcx;1ic1;2oz4;1d3e;6eit;1z7z;1iam;6s8u;5mza;1mq8;7bg7;1d3i
P05364	2q9n;3s4x;5hai;1rgz;4xux;1y54;2q9m;1bls;5xhr;1xx2;1gce;7ti1
P05367	6zch;6zcg;9r4z;6dso;6zcf;7ovt
P05373	1aw5;1h7o;1h7p;1eb3;1ylv;1h7n;1ohl;1w31;1qml;1h7r;1qnv;1gjp
P05386	2lbf;4v6x;4beh
P05387	5ddz;2lbf;2jdl;1s4j;4v6x;4beh;2w1o;5gu4
P05388	9p72;6zmi;9b0p;4v6x;9pa7;8ukb;8xsx;9p9h;9p7c;9s3b;9p8b;9p7h;9b0s;6zmo;8g5z;9p7w;9p7k;6zme;9pkg;9p8h;8g60;9p78;9fqz;9p8c;9p7d;9p6z;9p7n;9n9j;9qlp;9rg7;9p7g;5aj0;8xsy;8xsz;9p73;9p9i;9p7e;9p7o;8yop;4v6w;9p7y;9i2d;9p7x;9p7i;9p76;9qlq;9p8i;6olg;8g6j;9p7l;9b0q;8yoo;8k2c;9qlo;9p7f;9p7j;9s3d;9p7a;6zm7;28ln;9s3c;9p79;9pbe;9gy4
P05404	2chr
P05411	2h7h
P05412	1fos;1s9k;1jun;1jnm;1a02;6y3v;5fv8;5t01;1t2k
P05413	2hmb;3wxq;7wpw;7wpg;9m22;4tjz;7wkg;9m2b;9lvq;5b27;7fzq;7fez;1hms;7xbc;7ff6;7v5u;7wj1;7fbf;7fc4;7fg5;7v2g;7fcg;4wbk;7wci;7euw;4tkj;7x4j;7vb1;8zci;5b28;7fdx;3wvm;4tkb;7wd6;6aq1;5b29;4tkh;1hmr;1g5w;5hz9;7xhm;7fdt;7fek;7wq7;7fbm;7fcx;3rsw;7ffx;7x48;7x50;7feu;7ego;7wpu;8gew;7fbn;7wf0;7euv;7we5;7wkb;7fd7;3wbg;7fg1;1hmt;7xhu;9m1x;5ce4;7wom;7fdu;7ffk;7wdj
P05414	2a7n;1huv;1gyl;1al7;2a85;2a7p;1p4c;1gox;1al8;1p5b
P05417	2yiu
P05418	2yiu
P05423	7d59;7ae1;9k3v;7fjj;7d58;9fsp;9fsr;9k2g;9k36;9k39;9fss;7a6h;8ity;9k38;9k3b;9k3u;7fji;8iue;9lxn;7dn3;9fso;7ast;8iuh;7aea;9lxo;9lkt;9fsq;7ae3;7du2
P05426	7qgg
P05429	9eh5;8tow;7rcv;7n8o;6wj6;9phw
P05431	4v1j
P05434	2ami;3qrx;8glv;1oqp
P05435	6vm1;6vog;6fkf;6voi;6vok;6vmg;6vom;6vof;6vm4;6voh;6von;6vmd;6vol;6vmb;6fki;6voo;6fkh;6voj
P05449	2nxv;2qgi
P05451	1lit;1qdd
P05452	1htn;3l9j;1tn3;1rjh
P05453	9xbp;1yjo;9xbo;2omm;1yjp;9xbn;9xbm;9xbl;5k2h;5k2e;4crn;5k2g;5k2f;9xbk
P05455	1zh5;2vop;9nf8;1yty;9nfa;1s7a;2von;1s79;1owx;2voo;2vod
P05458	1q2l
P05460	8peu;3rx6;8pey;8pew;9gct;4dvd;9gcs;8pex
P05461	7jw1
P05466	7pxy
P05480	6f3f;8xn8
P05482	6mjd
P05484	1dw4;1omg;1feo;1mvi;7mix;7vfu;1dw5;1tt3;1ttk
P05496	8ki3;8h9s;8h9j;8h9m;8h9t;8h9v;8h9q;8khf;8h9f;8h9u
P05501	8q1b
P05504	1ed3
P05514	1p78;1p51;1p71
P05519	1w99;4moa
P05521	1tht
P05523	1k82
P05532	2o26
P05540	1cid
P05543	2riv;2xn6;2xn5;2riw;2xn7;4x30;4yia;2ceo;2xn3
P05546	2ncu;2ncw;6j12;6kbv;1jmj;6kbo;2ncv;1jmo;2nat
P05549	8j0r;8j0k;8j0l
P05554	1nwq
P05555	9hll;6rhv
P05556	9ef2;9dia;9b9k;8rpq;9p6s;3t9k;9ckv;9b9j;7cec;7ceb;3g9w;4wk4;4wk2;3vi3;4dx9;9nab;8w30;7nwl;3vi4;4wk0;4wjk;7nxd
P05618	1v3l;1ded;1v3j;1i75;1uks;1d7f;1ukq;1v3k;1v3m;1pam;1ukt
P05619	1hle
P05622	1aya;1ayc
P05623	2laq
P05626	6cp6;7tk5;7tk6;6cp3;8f39;6wtd;6cp7;7tkn;7tka;7tjy;7tk9;7tkh;7tk3;6b8h;7tkk;7tkl;7tkm;7tkb;8fl8;7tko;7tkr;7tkd;7tk2;7tk1;7tkq;7tke;7tjz;7tk0;8f29;7tk7;7tks;7tkg;7tki;8fkj;7tkp;7tkj;6b2z;6cp5;7tk8;7tkc;7tk4;7tkf
P05630	5fik;6zik;6zqn;7ajb;5are;5arh;1e79;2v7q;7ajf;6z1u;2wss;7aje;6z1r;7ajd;7ajg;7aji;7ajc;9w2r;4asu;2xnd;2jdi;1h8e;6zg7;5ari;2w6i;5ara;5fil;6zpo;9w2s;6zqm;7ajh;6zg8;4yxw;5fij;2w6h;2w6j;2ck3;7ajj;6yy0
P05631	1e1r;6z1u;4tt3;5are;1e79;7ajb;6z1r;2jj1;2jj2;2w6e;1qo1;1e1q;7aji;6zik;2v7q;7ajg;1h8h;5arh;5fil;7ajd;7ajf;2wss;1w0j;7ajj;7aje;2w6h;2jiz;5fik;6zg8;1efr;5fij;4tsf;2w6i;1w0k;2ck3;1bmf;2w6g;2xnd;2jdi;1h8e;4yxw;5ari;6zg7;5ara;6zpo;4z1m;9w2r;6yy0;2w6j;6tt7;4asu;1ohh;1nbm;1cow;6zqm;6zqn;7ajc;2w6f;7ajh;9w2s
P05632	7ajc;7ajh;7aji;4asu;6z1u;2xnd;9w2s;7ajd;2v7q;5fik;7aje;2w6i;5arh;6z1r;7ajb;5fij;6zpo;6zg7;6yy0;7ajj;7ajg;2w6h;5ari;5are;4yxw;1h8e;9w2r;7ajf;2w6j;6zqn;5fil;2wss;5ara;1e79;6zg8;6zqm;2ck3;6zik;2jdi
P05637	9olz;9ok1;9omx;9ojd;9ojq;9oln;9oph;9omw;9ok2;9ojx;9on0;9ond;9ong;9oq9;9oon;9omc;9ooy;9ojp;9ojw;9omu;9oqb;9on7;9om9;9opg;9oly;9op2
P05647	3j3w;6pvk;9fy1;7o5b;8s1u;6htq;6tnn;7ope;6ha1;6ppk;6ppf;7qgu;7s9u;8qcq;7qv2;9fy3;5njt;7qh4;3j3v;7as8;8r55;9bsl;9fy2;7sae;7aqd;8buu;9bss;8s1p;7aqc;8qpp;7as9;6tpq;6ha8;9bs0;7qv3;3j9w;7qv1
P05648	4tps;8bv3;8btg
P05649	6e8d;4tr6
P05653	4ddq
P05654	3r7d;2at2;3r7l;3r7f
P05655	6pwq;3byl;3byn;6vhq;1oyg;2vdt;1pt2;3byk;3byj
P05656	4azz;4b1l;4b1m
P05657	7qgu;9fy1;6ppf;7qv1;7as8;7aqd;7s9u;7sae;8qcq;7qh4;8s1p;6tpq;3j9w;9fy3;8buu;6ha8;6ppk;8s1u;7o5b;5njt;9bs0;7ope;7aqc;7qv3;8qpp;7qv2;6tnn;8r55;6htq;7as9;9fy2;9bss;6ha1
P05661	8exw;5w1a
P05673	7epp
P05674	7fff;8eev;7sfv;3j0c;7ffl;8der;7sfw;8eeu;7ffo;7sfu;8deq;3j0g;1ep5;7ffn;7ffq;7ffe;1ep6
P05691	9cr9
P05695	2o4v
P05696	4l1l;3twy;5w4s;2nce;3rdj;3gpe;1dsy
P05708	1bg3
P05710	3npz;3ew3;1f6f
P05719	2y7c;2y7h
P05725	1u0d;1t9j;4aae;4aaf;1bp7;2i3p;1n3e;6fb1;2vbj;2vbo;2vbl;4aad;4aab;4aqu;2i3q;1u0c;1af5;6fb0;4aag;1g9y;6fb8;1mow;2o7m;6fb2;6fb5;1n3f;1t9i;1g9z;4aqx;6fb9;2vbn;6fb6;6fb7
P05726	28jw;9tvu;28lu
P05733	8eti;8eui;8esq;9axu;8etg;8etc;8eup;9axv;8etj;9rvu;8euy;8esr;8eug;8eth;9axt;8ev3;9phc
P05734	8etj;8etg;8esr;8eui;8eug;8etc;8esq
P05737	7uqz;8cg8;7mpi;7oht;7ohx;8z70;9f9s;8y0u;8t3a;8t3b;4u4q;6t4q;6t83;4u4u;8ut0;8e5t;9r9p;8bip;5tbw;3jct;7bt6;6q8y;7osa;5dgf;4u55;8evq;8p8m;7z34;7zrs;8agz;7too;6ylg;6t7t;5juo;4v7f;4u4o;6cb1;5mc6;8bqx;7n8b;6tb3;6sv4;6n8n;8k82;8cgn;7zuw;7uqb;3j6y;8uti;6r87;6ri5;6s47;5i4l;5jut;4u3m;4u4y;4u51;8agw;7zpq;7ohr;6oig;8v87;8bn3;8p8n;3j6x;9pn5;8zhb;5dc3;4v7r;4v8y;4u53;8v84;8t2y;5ndw;4u3n;4u6f;6xir;6tnu;8t3e;6qt0;6s05;6m62;6hd7;7zw0;8ewc;8bqd;7ohs;7top;8p85;8t2x;8ceh;8cdl;5gak;6ylh;6rzz;5z3g;5fcj;8t30;8t3d;8evr;8civ;7zs5;7oh3;8pfr;4u4r;4u52;8aaf;8pnn;7azy;9dp7;3j77;6snt;5on6;5t62;6hhq;9qjc;8xu8;8t2z;8cdr;5dgv;5h4p;4u4z;7nrc;6xiq;8t3f;6i7o;6em1;6em3;5apo;7v08;8cku;7ohp;9dov;4v88;5lyb;4u4n;8z71;8zhc;6z6k;8v83;8evp;8evt;8p9a;9r9o;8zgy;8yld;4v91;6em5;6gq1;4u3u;4u50;3j78;7ohu;7ohw;7ohy;7nrd;5tgm;8bjq;8zh3;9f58;7u0h;8cmj;4v4b;6woo;6n8o;6ylx;6qik;6n8j;5tga;6em4;5t6r;8agx;7r7a;7of1;8ccs;5ndv;5fci;4v8t;7ug6;8p4v;8agv;8ewb;7ohq;8zgr;6z6j;6yly;5jup;5jus;6n8l;6gqv;5m1j;4u56;4v5z;8p8u;8eub;7uoo;6elz;5mei;5apn;8agt;8agu;8cf5;8hfr;7nac;7b7d;8ylr;8k2d;8t3c;8evs;5juu;5jcs;5dat;9ofv;7btb;6r86;6n8k;6ft6;6t7i;6qtz;6n8m;6gqb;5obm;5ndg;7ohv;5dge;7zux;7mpj;4v8z;4v6i;6r84;6c0f
P05738	7uoo;7zrs;7nac;7mpj;7nrc;8yld;5dge;7u0h;7zux;7ohr;7ohv;7ohy;8zh3;8uti;8v84;8t3a;3j6x;6ylg;6ylh;6t7t;5t62;8aaf;8eub;6n8m;5apn;4u4z;4u51;7zuw;8agz;7oh3;7ohq;5ndw;5jup;6gqb;5m1j;5ndg;6tnu;6q8y;6ri5;6ft6;7n8b;6qtz;6n8n;4u3u;4u4n;4u56;8cku;8bjq;8evt;7zw0;8ewb;8ewc;8bqd;7azy;7zpq;9dp7;8k2d;8v83;8t3b;8t3d;5juo;6qik;6n8j;7ohx;7nrd;7osm;5i4l;4u3m;4u4o;4u4r;9r9p;5tbw;5tga;5jcs;8t3f;6t7i;6m62;6n8l;8cdl;8p85;8t30;4v8y;4v7f;4v4b;5mc6;4v5z;8agv;8bqx;7top;7rr5;8zhb;8y0u;7ug6;8ccs;8evs;4v8z;4u3n;6em5;5lyb;8pnn;7r7a;7mpi;3j16;3j78;6sv4;6n8o;6gq1;5dgf;8evr;8p4v;8p8u;8ut0;7ohs;9f58;8z70;8z71;8cdr;7bt6;6s47;4v91;4v6i;4v7r;6hhq;6t4q;6n8k;5h4p;5dgv;5z3g;5tgm;5fci;5apo;7b7d;6qt0;8t3c;9ofv;8zgr;6t83;4v88;9f9s;8xu8;6z6j;8t2z;4u6f;6ylx;6snt;8t3e;6em1;4u4u;7uqb;8agt;8bn3;8hfr;8agw;7ohw;8pfr;5gak;8bip;9r9o;5jus;7of1;6tb3;6elz;5obm;4u53;7v08;8evq;8ylr;5on6;5dat;6gqv;5fcj;4u4y;4u50;7ohu;8k82;8t2y;4u4q;7btb;6yly;6r86;6s05;8p8m;8p8n;7uqz;9dov;6z6k;8v87;6rzz;8agx;7too;6oig;9pn5;8zgy;8evp;5dc3;3j6y;3j77;7oht;7osa;5mei;4v8t;4u52;4u55;8agu;8p9a;7z34;7zs5;7ohp;3jct;6r87;5jut;5juu;6hd7;6i7o;5ndv;8t2x;8zhc;6r84;5t6r
P05739	7zpq;6snt;8bjq;8zhc;9f9s;8agv;8bqx;8agx;8agz;6t7t;6tb3;8aaf;9r9p;8agw;8zh3;8z71;7b7d;8xu8;9r9o;8agt;8zgr;8yld;8z70;8zhb;9ofv;7nrd;8bip;8ylr;6t4q;8y0u;8zgy;8agu;6t7i;7zuw;7zux;7zw0;7zrs;8bqd;7nrc
P05740	7nrd;8t3e;5gak;4u3n;4u4o;3j6x;6rzz;6t4q;6gqv;5mei;5lyb;5ndv;5apn;4u3u;8bqx;6tnu;6r86;5jup;5jus;4v8z;4v6i;4u4n;6cb1;5t62;4u52;7ohx;6t7i;6m62;6gqb;8pfr;8cmj;8cdl;8agu;8uti;6ri5;6snt;6n8j;4u3m;4u4q;4v4b;4u53;7u0h;7bt6;6s05;8t3f;5t6r;7zw0;8ut0;7r7a;7oh3;9f9s;8k2d;8cdr;6ylg;6n8k;5tbw;5juu;6n8o;6em3;5m1j;4v5z;4u50;7v08;7zrs;7r72;7ohp;7ohs;8yld;6yly;4u6f;6em5;4u55;3j78;8agw;7uqz;7of1;7ohy;7nrc;8zgr;8y0u;8t3d;8ccs;4u4r;2wwa;6qik;5i4l;6n8n;7ug6;7ohr;9dp7;8cku;5jut;2ww9;2wwb;9pn5;7btb;6ylh;6ylx;6r84;5dc3;4u4y;4u56;7ohu;8agt;8ewc;8zgy;8z70;8v87;8t2y;8t3b;4v8y;4v7r;5mc6;8agv;7uoo;7mpi;7mpj;8k82;6z6k;8t2x;8evp;5dgv;4v7f;4v91;6i7o;5obm;5dgf;5fcj;5apo;7ohw;4u4z;7b7d;7ohv;7n8b;6gq1;5tgm;8bip;8evs;8p8n;8cg8;7z34;7too;6z6j;8t2z;8t3a;3jct;5h4p;6n8l;6n8m;5z3g;6t7t;6c0f;5tga;5dat;4u4u;8bqd;7azy;6xiq;8v84;8aaf;8pnn;7zs5;8zh3;6t83;5jcs;5juo;4v88;8agx;7nac;9r9o;9dov;8evr;5fci;8p4v;7zuw;8bn3;8p8u;8cf5;7zpq;7ohq;9f58;8v83;9r9p;6q8y;5on6;6oig;6hd7;6em1;7uqb;6hhq;6elz;5ndg;8civ;8hfr;8agz;8p85;8ylr;8z71;8zhb;8xu8;8ceh;8evt;5ndw;9ofv;6r87;6em4;6s47;7top;6woo;6qt0;4v8t;4u51;8evq;8p8m;7zux;8eub;8ewb;7nad;8zhc;8t3c;6xir;6sv4;6qtz;6tb3;8t30;8bjq;3j6y;3j77;6ft6;5dge;8p9a
